"","RC2","RC1","RC4","RC6","RC3","RC5"
"inconfinable",0.101371735302899,0.169576142656639,0.472837060687065,-0.249998430846348,-0.144101023954735,-0.251819518150463
"incongenial",-0.131642837052772,0.536574080959753,-0.0126709725003113,0.025603930257503,0.264924093892086,-0.0159018796402645
"inconstant",0.110360198052978,-0.00849883488996487,0.280037596822781,0.035950902942943,-0.0028510848040146,0.0111677144950768
"incontrollable",-0.0818210165750185,-0.00909335793877029,0.252636408711106,-0.153023159436011,0.0969053945708343,0.116191898419794
"inconvincible",0.147283798930903,0.134123733889378,-0.0181947234157121,-0.0031506887332394,0.214902717062011,0.290066890775379
"incorrupt",-0.814376566309576,0.133095001043191,0.0435687285464228,-0.0361993708292781,0.0821495663252126,-0.020016256848518
"incorruptible",-0.741973442957035,0.130156006854682,-0.00460659439756045,-0.0288716370297083,0.0662244667442712,-0.0293728470539746
"incurious",-0.0529736026670165,0.0126797707586685,-0.0108923052874066,-0.00400521167928655,-0.0262553697845447,0.069518778161386
"indefatigable",0.0501214623749632,0.0133682984158047,-0.20505148086944,-0.13938455742392,-0.0837102083988422,0.0786536816694724
"indefinite",0.0238635212497952,0.122530089515062,0.154441191310434,0.0790325894560233,-0.0985247409543691,-0.0148153570429404
"indeliberate",-0.0618046498191515,0.00598640286423123,0.34312268029248,0.0671681324101823,-0.0228486799482756,0.0491589230272977
"indelicate",0.138880300069484,-0.0229686578868852,0.108737994276465,0.0165377132625017,0.216966314804922,0.124984420309913
"indestructible",-0.114613322603528,-0.0243280993671132,-0.0718091000684618,-0.252732238875344,0.00911628067334968,0.0702010329184913
"indifferent",-0.00418669312462183,0.247631212258809,0.0603338275622795,0.037268174336103,-0.0381536000683432,0.024161184159076
"indivertible",-0.00169332961375208,0.0248927785029805,-0.0439023341323521,-0.00652969400039978,-0.00102394010206733,-0.00165902366111356
"indocile",-0.222347168684039,0.203731138144228,0.206712886374226,0.0561919476555105,0.381101310008879,0.284896220449196
"indomitable",-0.0154288657398192,0.0274042218997595,-0.0444765269773097,-0.306928804997061,-0.0272115091587167,-0.0109731043338086
"inelegant",0.00843219224598452,0.167322707485317,0.0234214385685718,0.0452848096576875,-0.0502742524490583,0.294639614107217
"ineloquent",-0.134818970431707,0.255673863808114,0.0422615566200101,0.0189659848722862,-0.0160937849174739,0.278000509492318
"inexact",0.0464678083739362,0.0155059660819693,0.389598333732343,0.0800052712264715,-0.0211968271177393,-0.0220684918472177
"inexcitable",-0.00397530169281377,0.243972053681614,-0.301390140122808,0.400634814282345,-0.0485560789806507,0.124992993782206
"inexhaustible",0.0178320492282836,-0.0405676932207604,-0.102718681726048,-0.130930721211253,-0.0678422121462729,0.00647749482535163
"inexperienced",-0.104355107675034,-0.00298189805256642,0.167347225256866,-0.0113555569783534,-0.0447130159851532,-0.0292709751522208
"inexplicit",0.0957386827696534,0.320725087384717,0.122310226821158,0.0662486857604844,-0.196434941039714,-0.00509273403039877
"inexpressive",-0.0653564578158931,0.446146700814189,-0.0591079462903242,0.0347240365517758,-0.132451847152553,0.00340633883086907
"inflexible",-0.205947963622239,0.140132936589535,-0.311587013911967,0.0172573115237662,0.375760234819616,0.165964651290649
"informative",-0.0112288962564973,-0.0678021828724732,-0.100889089904882,-0.00531198330299802,0.0226789104648783,-0.1054895084224
"informed",0.00706234321095574,0.0458263028206532,-0.04154897119561,-0.0158519798336335,-0.0086618212982911,-0.130669255693116
"ingenuous",-0.384363572994162,-0.193704026418673,0.174511712136374,0.0766043839774142,-0.0616506039287512,0.052138685005884
"ingratiating",0.730410837857446,-0.327977800396515,-0.003524938089066,0.0875553259524388,-0.103598186308477,-0.0430074844896631
"ingratiatory",0.735239158416589,-0.346708374581376,0.00264703632308915,0.0734119817469245,-0.139118606630805,-0.077059449123407
"inharmonious",-0.0974918737859601,0.0854754099647585,-0.00895477382066167,-0.00988402438698092,0.149445053955838,-0.0177467240375673
"inhospitable",-0.0473718525963039,0.409727447929012,0.0575771936350349,-0.0350447553390066,0.100138457440575,-0.00973018459847676
"inhuman",-0.0609145084395949,0.0223809115109129,-0.0100372192961878,-0.00845177623692261,-0.0250143008931349,-0.00766065777335543
"inhumane",-0.0513036345157341,0.0136888959132357,-0.0118580042145592,-0.00743791658037044,-0.0254847168285263,-0.00785244453427221
"inirritable",0.144103489346615,0.0976181476410456,0.00458730186868307,0.146751995244495,-0.254001665941958,-0.00767616692248892
"injudicious",0.184449543468751,-0.1730120395018,0.25333103126279,0.0876328344509445,0.141017179483837,0.261534140955939
"inquiring",0.0175067438457761,0.065346098233601,0.0230828053275525,0.0388516282169234,0.00313786041899796,-0.281478940607358
"inquisitorial",0.154813818410929,-0.0245279759764084,-0.09378218169305,-0.00191213927181213,0.184677094087708,-0.329702740256501
"insensuous",-0.0237985027248896,0.172782227816545,-0.0735865555523151,0.0201568936913034,0.00464487727538963,0.0311828989291916
"insolent",0.0175798518460052,0.0518692817606449,0.083858721572144,-0.0447007800231285,0.141094914374205,0.00819228140604501
"instructible",0.0823277329698552,-0.0354528599131795,-0.115869874472655,0.0611253085334853,-0.152043668805299,-0.136092703134566
"insubordinate",0.007184251139657,0.0786830774024022,0.0826515303629556,-0.0126492789877347,0.0404678005302943,0.0299202355393922
"insuppressible",0.0848255050044808,-0.19812745966091,0.183783144594509,-0.3120482335776,-0.0470463037878598,-0.0598840981415189
"intemperate",-0.10163021659167,-0.0589294028596576,0.132763364891534,-0.23017729528603,0.240888282191892,0.146549873068529
"intimate",-0.0871547223859269,-0.427056037063875,0.133921683760888,0.132732174978819,0.00522848536191518,-0.144931463619972
"intricate",0.0349638194463922,0.195156270255702,-0.0106918847921913,0.136515690827187,0.107192654749139,-0.302226976208004
"intuitive",0.0559538694922428,0.0508876140458833,0.115241768598415,-0.0672264763532631,-0.105364614911562,-0.182034046275949
"invariable",-0.0299841472093062,0.121298748549939,-0.246861373637983,0.159960691538015,0.0167503214188447,0.342125598045783
"invincible",-0.045263388982529,-0.0257015982786966,0.00306780341290909,-0.36044565849393,-0.0205384645092017,-0.0449094156238711
"inward",0.082584881313044,0.554723695328651,0.0361110097998171,0.379485096294511,-0.171262521732722,-0.122436235686589
"iron-hearted",0.109127459612978,0.150864957289004,-0.0985323584104584,-0.213769972073371,0.0809343201814907,0.0200996535748574
"ironical",0.322279030298589,0.0645271974080977,0.125673957325708,0.0674978656261384,0.0423945985243836,-0.0704012397566294
"irrational",-0.039406577955898,-0.0592946615367139,0.163952654537038,-0.0151632840630647,0.0532516051062877,0.137036750234358
"irreformable",0.19315942254173,0.126398984272253,-0.19698250646325,0.101511152902233,0.268107326416301,0.273135315871047
"irreligious",0.0209225466857943,0.114724255313203,0.10427732871873,-0.0250881871740058,0.0135591704477745,-0.00469586247216056
"irrepressible",0.0557956968493767,-0.357123226412222,0.287941967166446,-0.329294065783203,-0.069740478567072,0.0711030019747967
"irresolute",-0.0908188733235976,0.0404220108926492,0.254782532899733,0.149007703541864,-0.0195737786813535,-0.0528796342480979
"irresponsible",0.0267565461741847,0.0207371141990024,0.262430498610365,0.0219924850424918,-0.0199601087414972,0.115194047875045
"irrestrainable",-0.00306503709049656,-0.0614420339371441,0.3866566308163,-0.453019229054841,-0.0348905096068911,-0.039298637451088
"jaunty",0.109217795644449,-0.297017616061632,0.354607595737254,-0.121523965468943,-0.025356126184898,0.0491456764623352
"jocular",0.142019984050942,-0.283455382809469,0.275285103863369,-0.122189999717795,-0.102927005706697,0.216180811607177
"jolly",0.0879344656265094,-0.454016526725215,0.0943838235568513,0.0792508284816744,-0.152273547301903,0.278597762744884
"joyless",-0.0196869125050011,0.175837614786874,-0.0473671607315942,0.0319376551732628,0.0404450989821335,-0.0090072303222752
"judicious",-0.0140303084542242,0.0568291592590449,-0.31259105651472,0.0483177542431322,-0.0948270836734635,-0.145662919205554
"just",-0.453637396215695,-0.0208006910295526,-0.107878620982727,-0.0488761989033556,-0.0237090664094186,-0.0120150079136089
"juvenile",-0.0550708203413803,0.0127753661445633,0.0759388324819066,-0.00267285253171333,-0.0349307927401488,0.00469632154101045
"kindhearted",-0.170240238547047,-0.149325918426182,0.0181093912150283,0.102784391226896,-0.151847568821469,0.045779763864841
"kindly",-0.084586186942002,-0.197904753199315,0.00849023783316373,0.105759769045828,-0.139050880762657,0.0573320655619277
"knavish",0.769575798183039,-0.103639050597968,-0.0680647806906448,0.0329112339434967,-0.153866007663912,-0.0124746458861775
"know-it-all",0.146919308634815,0.0532052845159442,-0.137094950079866,0.0183805895600785,0.354894394752351,-0.102523294070852
"lackadaisical",-0.0665585605638013,0.0409706764464157,0.258616680688033,0.0871668704032085,-0.0120192178382684,0.00882355966094342
"ladylike",-0.148724817359344,-0.415252893274896,-0.0706309943498739,0.261587608642989,0.00779267700413452,-0.237593052949597
"lamblike",-0.0426333484129864,-0.218033128294596,-0.0621488595693598,0.355446891704737,-0.188790122206184,0.0616977149411173
"languid",0.0109392942466277,0.0640605491516753,0.138413245069491,0.253987020328859,-0.077275611957434,0.0102428839016999
"larcenous",0.276516966291589,0.0201945185454968,0.0211699437498366,0.00567282049181326,-0.044790493310088,0.0381442649091909
"laughterless",-0.0145879111396118,0.531240230769365,-0.19613095322444,0.0307444182178773,0.131240308953918,-0.0378692248493929
"lavish",0.0772370235653845,-0.116131462869105,0.105551244694788,-0.178990394904653,-0.00767378732614348,-0.244402778874384
"law-abiding",-0.372359406646098,-0.0199240349870779,-0.110786312397222,0.0507530348531463,0.000964565688264137,-0.0429618315777274
"lawless",0.201573495324754,0.0490499003812627,0.0921509754883745,-0.0340247801387224,-0.0206173797049755,0.0644631941220555
"leadable",-0.157607250611667,-0.11319984874366,0.161041793618305,0.125671764554321,-0.194477020076774,0.0277115339125743
"learned",-0.045211469914799,0.142402802498719,-0.0535176023543306,-0.011919357965406,-0.0194917295905271,-0.23980833679593
"lecherous",-0.056639146997501,0.0085498981472176,-0.0115674209424324,-0.00341869769926656,-0.0303612882702293,-0.00589448486872012
"legalistic",0.119996650148078,-0.012587678996801,-0.334439175241834,-0.0388998496558778,0.106487389915471,-0.129983891259294
"leisureless",-0.151040352613313,0.0481782319668306,-0.110324029808322,-0.184421875044462,0.151704654404725,-0.0947341013582777
"leisurely",0.115778416784875,0.0244665913210048,0.163624259788677,0.525889286109579,-0.127757397435065,0.0906211466009856
"levelheaded",0.137152029625983,0.0534234863907182,-0.376213041345546,0.065617369957245,-0.191010466685801,0.0199750050751582
"life-weary",0.167153901145458,0.123113083280633,-0.0368152439307434,0.124667482943741,0.0201182840011478,0.140610311644765
"lifeless",-0.0619201393824177,0.0499096619064518,-0.00993212526904647,-0.00463030846305968,-0.0366295682444933,-0.0140883470759071
"lighthearted",0.0613657352700478,-0.336880968098646,0.316279091864749,0.116421590685582,-0.217473153125247,0.134640689971648
"lion-hearted",-0.061587096381459,-0.084023663964784,-0.0324815647297229,-0.492752079175483,-0.073274883013823,0.0775600180660553
"literal",-0.0440371914361673,0.10730017390035,-0.261285926346726,0.0389585317898072,0.0222718110291647,0.0410439292026473
"literary",0.111857069103203,-0.063855031612873,-0.0606587497925911,0.196255220737769,-0.0504065250023751,-0.396468921786337
"literate",0.0112297411171244,0.0159477404662165,0.020128223582666,0.0517079514627285,-0.0256213570219971,-0.133398049276611
"live",-0.120394919673774,-0.0936416014953594,0.279929775278535,-0.184753581768651,-0.0855672579662031,0.00710628170211469
"lively",-0.00648332836887969,-0.415849806222959,0.303770021493365,-0.226235998544528,-0.1056336039314,0.0120147510698739
"long-suffering",0.00322872335983391,-0.0941577603065097,-0.249976851174485,0.333379470930798,-0.0302188005240848,0.26166321794747
"long-winded",0.0273122914393115,-0.0136329255713477,0.0456550261945926,0.134477144168607,0.181143356898085,-0.0516859689594329
"loose-tongued",0.179874508357244,-0.293407254427533,0.260838655709406,-0.0400430000661336,0.248031383599235,0.193361233143635
"loud",-0.0863344112685358,-0.130524133555955,0.224779314208405,-0.291734876747531,0.0895294610745833,0.134813400547721
"loudmouthed",0.00807665966140501,-0.146999616533256,0.13160147212354,-0.108740890511102,0.0930593564068792,0.156432550536951
"loving",-0.0815933434587274,-0.207719541023098,0.0159070267416021,0.082784425779547,-0.0377216138285935,0.0491563790302328
"lucid",0.0170067851669021,-0.0177641701284105,-0.113958085714375,-0.0197659726364254,-0.00880447719154675,-0.0685451798137368
"lukewarm",0.0523435739829484,0.205601594295592,0.0401101252008416,0.215815009833747,-0.0921579756165883,0.086352256176432
"lustless",0.0927986173809328,0.17032664565109,-0.172245598435755,0.329861914569275,-0.0401722740719319,0.234119581770341
"lusty",0.0239583956760477,0.0496993752092356,0.088069044880492,-0.117339048372499,-0.0336307720765619,0.0718104560060005
"magisterial",0.0109764847611753,0.039741725610315,-0.237240628156827,-0.155542546381678,0.130130154995442,-0.225171604496168
"magnanimous",-0.244552011679524,-0.251217689408336,-0.0210175998567633,-0.0290185376497373,-0.246224091582644,-0.0394867954225075
"malevolent",0.371494059000995,-0.0432505779311923,-0.0657542338633495,0.00444745028871936,-0.020900738377102,-0.0200174200208269
"malicious",0.326912709052633,-0.0640737196608938,-0.0494809845469695,0.0731145167883879,-0.00781072912950607,-0.00270395548580801
"malleable",0.292799549652846,-0.0995584798523978,0.274993929781807,0.0909877683040259,-0.272683897855127,-0.12777524485896
"manipulable",0.0116785139493571,9.67831355569376e-05,0.0424137335705039,0.0250385378396755,-0.0212979767514639,0.0274725497761787
"manly",0.0659294967204199,0.422423485662172,-0.0231123285037437,-0.377712589964563,-0.120865482555766,0.375530905423898
"mannerless",-0.053475248819916,0.0736055158125198,0.0557819531720858,-0.0261626085891867,0.0464903314073374,0.0200942355683532
"many-sided",0.0388138258978697,0.0220746735573671,0.109232268784509,-0.0240481324768288,-0.0245812003322939,-0.203367536329138
"materialistic",0.287471781243617,-0.0634255728513865,0.0626616947179433,-0.0708180059481596,-0.0237663914008757,-0.0112354714843131
"maternal",-0.15079651283793,-0.391039459529399,-0.17535023763425,0.269970684121705,-0.112589155091686,-0.0765451106427791
"matter-of-fact",0.0509648478737727,0.0515595730421225,-0.222157320338801,0.0168217738599456,0.0260671418531737,0.0668549217949102
"mechanistic",0.0749444537512698,0.341267070613115,-0.295521399603411,-0.0787124204946228,0.204166461158998,0.065128752457554
"meditative",0.012061820203643,0.127074073253819,-0.0754076857855537,0.36462643983213,-0.0938526968289243,-0.149077906582153
"melodramatic",0.0167317229398438,-0.147181728228092,0.115522344649469,0.026119083336981,0.0556407985359028,-0.0616269881268991
"mercenary",0.507406091716031,-0.0236848599311416,-0.00983969456147741,-0.06049121086025,-0.0315024416078419,-0.0333720325740458
"merciful",-0.182413378693539,-0.0776951826351495,0.0170054576076309,0.0817189473826783,-0.246383861219238,0.0529273761580663
"merciless",0.217532551848554,0.00871557060548117,-0.0858913267842449,-0.160186703331056,0.312939089265441,-0.10945038423867
"messy",-0.109330279612801,0.145906035773948,0.527755848642934,0.0461259826842552,-0.0403080773201956,-0.0111420154053176
"methodical",0.101946273928629,0.0561403833112955,-0.39717627243115,0.0663435272153751,-0.0371016711862994,-0.00664610981101976
"mild",0.0977544840494593,0.0139089133656368,-0.101656573252553,0.643939323954644,-0.235416723253125,0.240623302230336
"mild-hearted",-0.111677624929357,-0.0968446651988074,0.0146731131689886,0.397551856546723,-0.293389116481375,0.1145985852442
"militant",-0.13411746345689,0.0261802223685243,-0.105460630188916,-0.173556641621881,0.0519428986145359,-0.00853779377953776
"ministrative",0.200969697975225,-0.374117808511149,-0.450414993909589,0.30930172040594,0.0031005003589295,-0.0829207167274575
"mirthful",0.05642249823367,-0.413243536941568,0.221507990060483,0.0295631124308748,-0.1694266744483,0.125938701095246
"mirthless",0.044649328871738,0.423477112894441,-0.135418890384929,0.00126440362171537,0.131440629023579,-0.055390138738534
"miserly",0.104669708842408,0.0344888063191273,0.0127299997799635,0.0358001837755048,-0.0282728418772995,0.0715298959106357
"misleadable",-0.0790746594986408,-0.024778578354969,0.13038817649639,0.0747228943579571,-0.0507441348281819,0.0641762257033175
"mistrustful",0.564505762046449,0.213565559403673,-0.0422957965294677,0.11655206727942,0.0560909448762773,0.0807617064425095
"moderate",0.0648470289988877,0.0168907562066228,-0.00735557104265111,0.374916353800853,-0.165217197287338,0.196323102242039
"moldable",0.143934072429823,-0.103612613416892,0.325871407611643,0.0482939831041205,-0.221280400147623,-0.106542092202276
"monosyllabic",-0.0624364053456199,0.291878907840607,0.0181706770849473,-0.00877361043503013,-0.0890037925153,0.0574629133666547
"moralizing",-0.138250281917302,-0.179281360198199,-0.19599154628649,0.0789590848019414,0.206105169226531,0.0128072144473351
"morbid",-0.0200585293222181,0.0289539462567392,-0.0101480148793903,-0.00501634016570832,-0.0411112081078698,-0.00392510876011803
"morose",-0.063512027665268,0.189512064363842,0.0218601416146515,0.0519134962612703,0.0267600994626627,0.0153307549116724
"mousy",0.00419825079170706,0.0956633483831505,-0.0235704817600145,0.198023086064724,-0.0628854679990613,-0.0151755792450297
"muddle-headed",-0.101891959740599,0.0392163103687657,0.243951249085801,0.0668149972691399,0.0121809741245702,-0.0298719529602805
"mulish",-0.00385486059967042,0.13518793703623,-0.0939543250558639,-0.145305245733946,0.338849497689051,0.246813653100965
"mundane",0.0245833795339776,-0.0191682306383046,-0.224954756121227,0.265140493283643,0.00873897054913501,0.268696580822373
"mushy",-0.0565627702140039,-0.0673653409107723,0.00608676019948483,0.0879140970653733,-0.0500058008742179,-0.00931076201375368
"musical",-0.143489092039315,-0.0457494657334748,0.226263509636159,-0.0178709157321898,0.0122926309668109,-0.000613896533160142
"mussy",-0.051005319755574,0.0448641361231612,0.208745730211457,0.0956553465659093,-0.00580194938783889,0.00695356938135799
"mutinous",-0.0132849744237513,0.058309543692282,0.0601294031766941,-0.0197333185563115,0.0149627176789628,0.00838168864149859
"mystical",-0.0425213606671769,0.13803707580367,0.175969498707931,0.0658845557559868,-0.0854797287174091,-0.129661532502636
"nagging",-0.314668241965144,-0.286663063539071,-0.26298607841192,0.0500863663247965,0.515055476455139,-0.00977251516512644
"narrow",-0.00252549443450637,0.132664688699303,-0.137161880002746,0.118925057415535,0.137310020035981,0.110505877692475
"narrow-minded",-0.0898111686631724,-0.0230052259589499,-0.161777226326981,0.0902281458039358,0.252822637960745,0.259146798672828
"negative",0.137978804339506,0.150284528811841,0.0379574578287341,0.0393017710072613,0.141045410520845,0.0500498631518061
"neglectful",-0.0640293656108159,0.170976140270801,0.197970660109438,-0.0079199300037612,-0.0719637751036774,-0.0515933858113706
"neighborly",-0.0674663057400427,-0.528992442246067,-0.0675275882911758,0.137105969478117,-0.0256853460079777,0.212001985160303
"nervy",-0.0391259307452569,-0.0222455277125181,0.088531018240314,-0.0110898132635486,0.0829673358176356,-0.0356782814823363
"nimble-witted",0.0381046174235564,0.0725675224912729,0.06599549247555,-0.0483012122405648,-0.0285763063056585,-0.138226781881623
"noisy",-0.0800710731572565,-0.0950280798562771,0.240850277240883,-0.196909088816764,0.0572717161570603,0.100587434141676
"nonbelligerent",0.0122570602515491,0.0319676134476678,0.0567039782802961,0.256201155751862,-0.259467260314629,0.0298760253476828
"noncoercive",-0.487799337154529,0.231406139260049,0.242497217927968,0.195050744644607,-0.204328404517035,0.00785429289499801
"noncompliant",0.0496807900007461,0.145320116442064,0.211829017027242,0.0352685126488556,0.142514152585578,0.13788520975476
"nonegotistical",-0.495093443387016,0.135310621513425,0.103327979862274,0.111391479989604,-0.175267899051574,0.0869162094922883
"nonexplosive",0.0783555492039907,0.0422035154183132,0.0119234354132345,0.150897760858137,-0.0886670812018194,-0.0100696878012193
"nonhostile",-0.0742117856047556,0.00518808890258135,0.0816397931806335,0.0624111738183011,-0.236515301304202,0.009038431843001
"nonimitative",-0.0315860031823681,0.191539569950888,0.0959641329009538,-0.0632986132203646,-0.00531436924646107,-0.067967709420522
"noninterfering",-0.136060065635462,0.409834319950616,0.303706860943782,0.168584900414708,-0.351234711333468,0.12442987123561
"nonirritable",0.220106165877612,0.043589681833175,0.0328151427378746,0.198554783244535,-0.483652495023367,0.0214069410580638
"nonrational",0.024172004158605,0.024291866874735,0.185491805245178,0.00279514598203041,-0.0470093880288024,0.0991853274814342
"nonrigid",0.0862220259425808,-0.020426217759294,0.51496973472612,0.0175875367179426,-0.245287084878056,-0.122569572000682
"nonspiritual",0.168550662060374,0.2464522791746,-0.00789698313909889,-0.00451442278440766,0.0843612292912303,0.113150535727745
"nonunderstanding",-0.0628059275627316,0.189176418652871,0.0750588887974912,-0.0173411387656959,0.259066157979577,0.138294448200799
"nonvariant",0.0367435202234833,0.130218603896397,-0.425690405528906,0.176364964402827,0.00822009781514187,0.370844215982725
"nonvocal",-0.0740082104523632,0.564800932184694,0.0141283341650062,0.122104343205914,-0.132138179253926,0.02182053990728
"nonvolatile",0.0567875592868684,0.0851585263313437,-0.104911295738595,0.113889876276028,-0.141608339930592,-0.00152651266012837
"observant",0.0258758453596864,0.0318617989081755,-0.0768996790165562,0.0400593154512269,0.00455034528463565,-0.0329169487403367
"obtrusive",0.0831402736491072,-0.194697761187221,-0.0797930588155998,-0.11627125413815,0.320385694814499,-0.00460037247858523
"old-fashioned",0.207298763451346,-0.0383913307648866,-0.308312072159525,0.378699240734553,0.175540458569587,0.464980950964098
"one-sided",0.176201149314294,0.0959030054553904,-0.059616146956634,-0.0207793350958533,0.227283186520132,0.0932685113237495
"open-hearted",-0.29017761622003,-0.492722365242597,0.103749547815812,0.0199390310333024,-0.127279795663978,0.0684486449935979
"open-minded",0.026560280341495,-0.0517297363176451,0.309468307780447,-0.0558060904967282,-0.294869868972663,-0.253773198770291
"original",-0.0416520198326085,0.106479580718201,0.221760971941338,-0.0167348264026611,0.0189921796631409,-0.171186851652244
"ornery",-0.0816066692168615,0.0795267351939108,-0.052733999241335,-0.065456077002181,0.400019606957906,0.364977375969745
"ostentatious",0.0401773285756761,-0.0281328538726139,0.0384766782559791,-0.108669936504458,-0.0110029128117882,-0.0856312008791566
"other-worldly",-0.115654030019573,0.231533461287102,0.220742523464679,-0.00714268743185962,-0.0119312388643679,-0.173974654192104
"outgoing",0.0379090495059693,-0.530526322000769,0.219920239330193,-0.306050116333554,-0.0491967096106035,0.0182637217220669
"overactive",-0.10655894461197,-0.0940322969848546,0.0949793009067741,-0.376633767097767,-0.0984729441060968,-0.120983627904343
"overambitious",-0.0555568420072643,-0.0834804025199441,-0.0184704579129471,-0.436943724124635,0.0320194700076072,-0.303504650502686
"overbearing",-0.0389911678040492,-0.175563665545848,-0.263820862434664,-0.198911482931192,0.539504847817799,-0.0654409093246438
"overbitter",-0.146250023032678,0.0322761672589484,-0.0599082216828806,0.0132716697525797,0.395334038152408,-0.00371123656119063
"overbold",0.176024272251755,-0.0935714195304056,0.1696209243714,-0.423043882831505,0.0783226160676913,0.0288532633416844
"overbookish",0.0301648542236409,0.210586262010729,-0.207203122787754,0.248433409065758,-0.0283473518454621,-0.400185690791402
"overbrave",-0.00954782495585285,0.00891102122174242,0.106987409959641,-0.338660081914333,-0.0570718296974232,0.116768086617436
"overbusy",-0.0103898693370469,-0.0905689917429317,-0.136393566821111,-0.143712219118548,0.0486773604279872,-0.181625877023368
"overcareful",-0.07791761291446,0.0235348744820085,-0.466241538554961,0.349258819586728,0.10054801359571,-0.0907384661648749
"overcaring",-0.154926131571174,-0.432908852484363,-0.141550575147053,0.261040552170878,-0.153699893944012,0.0237609696832387
"overcasual",0.0440952200987096,-0.00286318755009244,0.349117149588421,-0.0116616496228715,-0.0546944421272338,0.130956008371532
"overcautious",-0.16399874056105,0.079488260572196,-0.433707340620931,0.397366525560385,0.102644033813272,-0.00923159891592317
"overcharitable",-0.128738982630635,-0.273983468236341,-0.0671666380240673,0.098770632939148,-0.185043521448713,-0.0203022390887412
"overconfident",0.15599032417955,-0.066772041947671,0.102326626113387,-0.32620401134694,0.057445993519394,-0.0253480534376305
"overconscientious",-0.165340297466885,-0.0361894294611151,-0.534303300004722,0.154235081164121,0.0311939640503173,-0.0756920777761679
"overcredulous",0.0522811052917065,-0.11532409979611,0.132004449693758,0.0638631465797996,-0.0799406738402258,0.0749048049752311
"overcritical",-0.209695657391857,-0.0118412845405685,-0.2210940880149,-0.0135572350117261,0.519280657962284,-0.210432723009665
"overcunning",0.694773716157637,0.0119889447918761,-0.0766392861030749,-0.0707606221682998,-0.0724045888744014,-0.174160153755836
"overcurious",0.0593473076320538,-0.17485010384815,0.0418572096463069,0.197237994473863,0.126419353672184,-0.16115108942863
"overdaring",0.0396902442251878,0.00543524930862158,0.262612583612108,-0.499591931641305,-0.0376899745328993,0.00655425505638334
"overdiligent",0.0281258163972851,-0.0272833728018443,-0.455841722125222,0.00542151258856547,-0.00885902615866208,-0.0462409151566047
"overearnest",-0.32986080218623,-0.053332074011518,-0.358271339890224,0.0708275027659801,0.123520386064497,-0.0389379842315408
"overelegant",0.0535325897390232,-0.105962383551185,-0.0268073066700977,-0.00416746604802213,0.0158521379023803,-0.27597821509936
"overemotional",-0.133522801403783,-0.214455670122482,0.0913743111334468,0.0837942987991774,0.0305007567717829,-0.0509200752585754
"overemphatic",-0.14477467861301,-0.311223781174927,-0.0698314779461201,-0.128145569460696,0.433048287804373,-0.142484936180757
"overexcitable",-0.144045601122009,-0.15141520318747,0.328426338509876,-0.190911967832558,0.0277932287291143,-0.0305967679279064
"overfastidious",-0.131459446273035,0.0916592577131705,-0.39131827506043,0.282836804451436,0.249808794027254,-0.262802020939004
"overfearful",-0.139895551125559,-0.0135934944593592,-0.074059421625263,0.145145713373732,0.0234918885842877,-0.0453460531683042
"overfierce",-0.166447902382854,-0.0354294853763919,-0.0426170917693956,-0.461361866400146,0.290104663728061,-0.0114229455410731
"overforward",0.351740177926738,-0.303451833255494,0.163356153466245,-0.229514396244642,0.0777300830607376,0.0560589245207389
"overgreedy",0.395709016609838,-0.0701042826731764,0.0407198002992341,-0.0984422795814498,-0.0501561547914394,0.0460973866123484
"overharsh",-0.256978163215658,-0.0425294032041409,-0.245370610399736,-0.20025300387498,0.583291780933648,-0.0115070395931391
"overhasty",-0.166325692662903,-0.0918385668287962,0.309049419045939,-0.216662345143916,0.124967858066271,0.0909318539930239
"overimaginative",-0.0202437739763188,0.0271242985623617,0.404037372017227,0.141759083017593,-0.0161316517728635,-0.264501655670271
"overindulgent",0.172641020180692,-0.0775396261265673,0.277769909164172,-0.0149758390817221,-0.00299601966958147,0.0226874395604292
"overintense",-0.312344438234164,-0.097007681824169,-0.0735022245349535,-0.239131422551895,0.322047504013672,-0.235582489349246
"overjealous",-0.126111723006585,-0.20210890657481,-0.137918444695706,-0.0603175350639449,0.271308829603432,0.0105500964236356
"overkind",-0.0523505985454559,-0.385484105592259,0.00972608428938552,0.25563970443653,-0.210781234742149,0.0176533509398843
"overlogical",0.00890949915196618,0.284582139253257,-0.34191010410875,-0.00495999425242316,0.159305513544148,-0.254292758202309
"overloud",-0.0814360514626843,-0.0661929213501396,0.183504939737455,-0.22349383243161,0.0688813599767397,0.0895067475728903
"overlusty",-0.0495118438627437,0.0217006067238684,0.00015684945908917,-0.0414043873306921,-0.0403141457540364,-0.00175710414023503
"overmerry",0.0306568232526793,-0.237631817259332,0.156288997466811,-0.0777406777858643,-0.0472026403516504,0.102101499766793
"overmodest",-0.0807917279957958,0.178670739690069,-0.0390605021791494,0.213759287617543,-0.195562718736796,0.0119860484477881
"overneat",0.0397162450449504,-0.180442326074332,-0.495680060729835,0.236363767793231,0.223789462921369,-0.11494001270341
"overnervous",-0.291923164850994,-0.0719845681373735,-0.0461403540741563,0.214638233468577,0.157531379637887,-0.188287829800658
"overpartial",0.384942046460162,-0.267052391258283,-0.0790105740686243,0.153348406398629,0.1901350199576,0.0358934481947385
